"year","name","female","male","maleprop","femaleprop","maletotal","femaletotal"
1989,"Ashley",47586,376,0.00783953963554481,0.992160460364455,15538,834720
1990,"Ashley",45549,239,0.00521970822049445,0.994780291779506,15538,834720
1991,"Ashley",43482,180,0.00412257798543356,0.995877422014566,15538,834720
1992,"Ashley",38453,168,0.00434996504492375,0.995650034955076,15538,834720
1993,"Ashley",34846,135,0.00385923787198765,0.996140762128012,15538,834720
1994,"Ashley",30277,132,0.00434082015192871,0.995659179848071,15538,834720
1995,"Ashley",26603,112,0.00419240127269324,0.995807598727307,15538,834720
1996,"Ashley",23675,108,0.00454105873943573,0.995458941260564,15538,834720
1997,"Ashley",20894,95,0.00452618038019915,0.995473819619801,15538,834720
1998,"Ashley",19869,78,0.00391036246052038,0.99608963753948,15538,834720
1999,"Ashley",18131,77,0.00422891036906854,0.995771089630931,15538,834720
2000,"Ashley",17995,82,0.00453615090999613,0.995463849090004,15538,834720
2001,"Ashley",16524,74,0.00445836847812989,0.99554163152187,15538,834720
2002,"Ashley",15337,61,0.00396155344849981,0.9960384465515,15538,834720
2003,"Ashley",14512,77,0.00527794913976283,0.994722050860237,15538,834720
2004,"Ashley",14369,88,0.0060870166701252,0.993912983329875,15538,834720
2005,"Ashley",13270,69,0.00517280155933728,0.994827198440663,15538,834720
2006,"Ashley",12339,59,0.00475883206968866,0.995241167930311,15538,834720
2007,"Ashley",11422,55,0.00479219308181581,0.995207806918184,15538,834720
2008,"Ashley",9400,53,0.00560668570824077,0.994393314291759,15538,834720
2009,"Ashley",7809,37,0.00471577874075962,0.99528422125924,15538,834720
2010,"Ashley",6305,31,0.00489267676767677,0.995107323232323,15538,834720
2011,"Ashley",5394,37,0.00681274166820107,0.993187258331799,15538,834720
2012,"Ashley",4691,16,0.00339919269173571,0.996600807308264,15538,834720
2013,"Ashley",3930,38,0.00957661290322581,0.990423387096774,15538,834720
2014,"Ashley",3539,40,0.0111763062307907,0.988823693769209,15538,834720
1881,"Ashton",0,6,1,0,58982,18026
1883,"Ashton",0,6,1,0,58982,18026
1892,"Ashton",0,6,1,0,58982,18026
1893,"Ashton",0,5,1,0,58982,18026
1896,"Ashton",0,7,1,0,58982,18026
1897,"Ashton",0,7,1,0,58982,18026
1900,"Ashton",0,6,1,0,58982,18026
1902,"Ashton",0,8,1,0,58982,18026
1906,"Ashton",0,6,1,0,58982,18026
1908,"Ashton",0,6,1,0,58982,18026
1909,"Ashton",0,10,1,0,58982,18026
1911,"Ashton",0,7,1,0,58982,18026
1912,"Ashton",0,14,1,0,58982,18026
1913,"Ashton",0,15,1,0,58982,18026
1914,"Ashton",0,23,1,0,58982,18026
1915,"Ashton",0,30,1,0,58982,18026
1916,"Ashton",0,24,1,0,58982,18026
1917,"Ashton",0,26,1,0,58982,18026
1918,"Ashton",0,33,1,0,58982,18026
1919,"Ashton",0,21,1,0,58982,18026
1920,"Ashton",0,29,1,0,58982,18026
1921,"Ashton",0,22,1,0,58982,18026
1922,"Ashton",0,30,1,0,58982,18026
1923,"Ashton",0,36,1,0,58982,18026
1924,"Ashton",0,24,1,0,58982,18026
1925,"Ashton",0,25,1,0,58982,18026
1926,"Ashton",0,17,1,0,58982,18026
1927,"Ashton",0,23,1,0,58982,18026
1928,"Ashton",0,21,1,0,58982,18026
1929,"Ashton",0,21,1,0,58982,18026
1930,"Ashton",0,21,1,0,58982,18026
1931,"Ashton",0,24,1,0,58982,18026
1932,"Ashton",0,23,1,0,58982,18026
1933,"Ashton",0,15,1,0,58982,18026
1934,"Ashton",0,22,1,0,58982,18026
1935,"Ashton",0,18,1,0,58982,18026
1936,"Ashton",0,15,1,0,58982,18026
1937,"Ashton",0,19,1,0,58982,18026
1938,"Ashton",0,15,1,0,58982,18026
1939,"Ashton",0,18,1,0,58982,18026
1940,"Ashton",0,18,1,0,58982,18026
1941,"Ashton",0,17,1,0,58982,18026
1942,"Ashton",0,20,1,0,58982,18026
1943,"Ashton",0,14,1,0,58982,18026
1944,"Ashton",0,13,1,0,58982,18026
1945,"Ashton",0,19,1,0,58982,18026
1946,"Ashton",0,18,1,0,58982,18026
1947,"Ashton",0,21,1,0,58982,18026
1948,"Ashton",0,15,1,0,58982,18026
1949,"Ashton",0,9,1,0,58982,18026
1950,"Ashton",0,10,1,0,58982,18026
1951,"Ashton",0,14,1,0,58982,18026
1952,"Ashton",0,23,1,0,58982,18026
1953,"Ashton",0,9,1,0,58982,18026
1954,"Ashton",0,23,1,0,58982,18026
1955,"Ashton",0,10,1,0,58982,18026
1956,"Ashton",0,18,1,0,58982,18026
1957,"Ashton",0,20,1,0,58982,18026
1958,"Ashton",0,14,1,0,58982,18026
1959,"Ashton",0,16,1,0,58982,18026
1960,"Ashton",0,14,1,0,58982,18026
1961,"Ashton",0,9,1,0,58982,18026
1962,"Ashton",0,13,1,0,58982,18026
1963,"Ashton",0,7,1,0,58982,18026
1964,"Ashton",0,22,1,0,58982,18026
1965,"Ashton",0,13,1,0,58982,18026
1966,"Ashton",0,15,1,0,58982,18026
1967,"Ashton",0,14,1,0,58982,18026
1968,"Ashton",0,20,1,0,58982,18026
1969,"Ashton",0,23,1,0,58982,18026
1970,"Ashton",0,24,1,0,58982,18026
1971,"Ashton",0,30,1,0,58982,18026
1972,"Ashton",0,20,1,0,58982,18026
1973,"Ashton",0,23,1,0,58982,18026
1974,"Ashton",0,32,1,0,58982,18026
1975,"Ashton",0,31,1,0,58982,18026
1976,"Ashton",7,27,0.794117647058823,0.205882352941176,58982,18026
1977,"Ashton",0,37,1,0,58982,18026
1978,"Ashton",0,36,1,0,58982,18026
1979,"Ashton",7,62,0.898550724637681,0.101449275362319,58982,18026
1980,"Ashton",5,64,0.927536231884058,0.072463768115942,58982,18026
1981,"Ashton",11,82,0.881720430107527,0.118279569892473,58982,18026
1982,"Ashton",20,99,0.831932773109244,0.168067226890756,58982,18026
1983,"Ashton",36,121,0.770700636942675,0.229299363057325,58982,18026
1984,"Ashton",40,182,0.81981981981982,0.18018018018018,58982,18026
1985,"Ashton",129,229,0.639664804469274,0.360335195530726,58982,18026
1986,"Ashton",954,261,0.214814814814815,0.785185185185185,58982,18026
1987,"Ashton",758,286,0.273946360153257,0.726053639846743,58982,18026
1988,"Ashton",629,309,0.329424307036247,0.670575692963753,58982,18026
1989,"Ashton",1027,532,0.341244387427838,0.658755612572162,58982,18026
1990,"Ashton",832,637,0.433628318584071,0.566371681415929,58982,18026
1991,"Ashton",718,668,0.481962481962482,0.518037518037518,58982,18026
1992,"Ashton",724,582,0.445635528330781,0.554364471669219,58982,18026
1993,"Ashton",792,713,0.47375415282392,0.52624584717608,58982,18026
1994,"Ashton",970,682,0.412832929782082,0.587167070217918,58982,18026
1995,"Ashton",931,808,0.464634847613571,0.535365152386429,58982,18026
1996,"Ashton",895,800,0.471976401179941,0.528023598820059,58982,18026
1997,"Ashton",978,964,0.496395468589083,0.503604531410917,58982,18026
1998,"Ashton",945,1028,0.521033958438926,0.478966041561075,58982,18026
1999,"Ashton",904,1065,0.540883697308278,0.459116302691722,58982,18026
2000,"Ashton",868,1314,0.602199816681943,0.397800183318057,58982,18026
2001,"Ashton",823,1597,0.659917355371901,0.340082644628099,58982,18026
2002,"Ashton",781,1853,0.703492786636295,0.296507213363705,58982,18026
2003,"Ashton",628,4215,0.870328308899442,0.129671691100558,58982,18026
2004,"Ashton",411,5429,0.929623287671233,0.0703767123287671,58982,18026
2005,"Ashton",334,4062,0.924021838034577,0.0759781619654231,58982,18026
2006,"Ashton",249,3488,0.933369012576933,0.0666309874230666,58982,18026
2007,"Ashton",230,3377,0.936235098419739,0.0637649015802606,58982,18026
2008,"Ashton",228,3511,0.939021128644022,0.0609788713559775,58982,18026
2009,"Ashton",221,3554,0.941456953642384,0.0585430463576159,58982,18026
2010,"Ashton",181,3230,0.946936382292583,0.0530636177074172,58982,18026
2011,"Ashton",234,3534,0.937898089171974,0.0621019108280255,58982,18026
2012,"Ashton",173,2805,0.941907320349228,0.0580926796507723,58982,18026
2013,"Ashton",188,2607,0.932737030411449,0.067262969588551,58982,18026
2014,"Ashton",165,2797,0.944294395678596,0.0557056043214045,58982,18026
1880,"Aubrey",0,21,1,0,29625,86401
1881,"Aubrey",0,15,1,0,29625,86401
1882,"Aubrey",0,16,1,0,29625,86401
1883,"Aubrey",0,20,1,0,29625,86401
1884,"Aubrey",0,18,1,0,29625,86401
1885,"Aubrey",0,11,1,0,29625,86401
1886,"Aubrey",0,10,1,0,29625,86401
1887,"Aubrey",0,34,1,0,29625,86401
1888,"Aubrey",0,18,1,0,29625,86401
1889,"Aubrey",5,15,0.75,0.25,29625,86401
1890,"Aubrey",0,21,1,0,29625,86401
1891,"Aubrey",0,20,1,0,29625,86401
1892,"Aubrey",0,35,1,0,29625,86401
1893,"Aubrey",6,32,0.842105263157895,0.157894736842105,29625,86401
1894,"Aubrey",0,39,1,0,29625,86401
1895,"Aubrey",7,37,0.840909090909091,0.159090909090909,29625,86401
1896,"Aubrey",0,50,1,0,29625,86401
1897,"Aubrey",0,46,1,0,29625,86401
1898,"Aubrey",6,45,0.882352941176471,0.117647058823529,29625,86401
1899,"Aubrey",0,42,1,0,29625,86401
1900,"Aubrey",5,62,0.925373134328358,0.0746268656716418,29625,86401
1901,"Aubrey",11,43,0.796296296296296,0.203703703703704,29625,86401
1902,"Aubrey",6,49,0.890909090909091,0.109090909090909,29625,86401
1903,"Aubrey",9,56,0.861538461538462,0.138461538461538,29625,86401
1904,"Aubrey",9,60,0.869565217391304,0.130434782608696,29625,86401
1905,"Aubrey",9,69,0.884615384615385,0.115384615384615,29625,86401
1906,"Aubrey",5,67,0.930555555555556,0.0694444444444444,29625,86401
1907,"Aubrey",9,76,0.894117647058824,0.105882352941176,29625,86401
1908,"Aubrey",11,67,0.858974358974359,0.141025641025641,29625,86401
1909,"Aubrey",0,84,1,0,29625,86401
1910,"Aubrey",9,105,0.921052631578947,0.0789473684210526,29625,86401
1911,"Aubrey",17,107,0.862903225806452,0.137096774193548,29625,86401
1912,"Aubrey",15,236,0.940239043824701,0.0597609561752988,29625,86401
1913,"Aubrey",13,255,0.951492537313433,0.0485074626865672,29625,86401
1914,"Aubrey",17,313,0.948484848484848,0.0515151515151515,29625,86401
1915,"Aubrey",17,394,0.958637469586375,0.0413625304136253,29625,86401
1916,"Aubrey",23,429,0.949115044247788,0.0508849557522124,29625,86401
1917,"Aubrey",25,437,0.945887445887446,0.0541125541125541,29625,86401
1918,"Aubrey",19,428,0.957494407158837,0.0425055928411633,29625,86401
1919,"Aubrey",22,392,0.946859903381642,0.0531400966183575,29625,86401
1920,"Aubrey",19,478,0.961770623742455,0.0382293762575453,29625,86401
1921,"Aubrey",30,479,0.941060903732809,0.0589390962671906,29625,86401
1922,"Aubrey",24,467,0.95112016293279,0.0488798370672098,29625,86401
1923,"Aubrey",24,450,0.949367088607595,0.0506329113924051,29625,86401
1924,"Aubrey",35,458,0.929006085192698,0.0709939148073022,29625,86401
1925,"Aubrey",27,457,0.944214876033058,0.0557851239669422,29625,86401
1926,"Aubrey",35,496,0.934086629001883,0.0659133709981168,29625,86401
1927,"Aubrey",28,393,0.933491686460808,0.0665083135391924,29625,86401
1928,"Aubrey",27,429,0.940789473684211,0.0592105263157895,29625,86401
1929,"Aubrey",28,395,0.933806146572104,0.066193853427896,29625,86401
1930,"Aubrey",28,392,0.933333333333333,0.0666666666666667,29625,86401
1931,"Aubrey",15,383,0.962311557788945,0.0376884422110553,29625,86401
1932,"Aubrey",19,406,0.955294117647059,0.0447058823529412,29625,86401
1933,"Aubrey",18,357,0.952,0.048,29625,86401
1934,"Aubrey",17,372,0.956298200514139,0.0437017994858612,29625,86401
1935,"Aubrey",19,348,0.948228882833787,0.0517711171662125,29625,86401
1936,"Aubrey",13,360,0.96514745308311,0.0348525469168901,29625,86401
1937,"Aubrey",21,377,0.947236180904523,0.0527638190954774,29625,86401
1938,"Aubrey",12,388,0.97,0.03,29625,86401
1939,"Aubrey",12,389,0.970074812967581,0.029925187032419,29625,86401
1940,"Aubrey",15,354,0.959349593495935,0.040650406504065,29625,86401
1941,"Aubrey",8,373,0.979002624671916,0.020997375328084,29625,86401
1942,"Aubrey",16,400,0.961538461538462,0.0384615384615385,29625,86401
1943,"Aubrey",14,373,0.963824289405685,0.0361757105943152,29625,86401
1944,"Aubrey",12,321,0.963963963963964,0.036036036036036,29625,86401
1945,"Aubrey",12,291,0.96039603960396,0.0396039603960396,29625,86401
1946,"Aubrey",9,334,0.973760932944606,0.0262390670553936,29625,86401
1947,"Aubrey",11,307,0.965408805031447,0.0345911949685535,29625,86401
1948,"Aubrey",10,319,0.969604863221885,0.0303951367781155,29625,86401
1949,"Aubrey",5,299,0.983552631578947,0.0164473684210526,29625,86401
1950,"Aubrey",10,293,0.966996699669967,0.033003300330033,29625,86401
1951,"Aubrey",13,341,0.963276836158192,0.0367231638418079,29625,86401
1952,"Aubrey",9,312,0.97196261682243,0.0280373831775701,29625,86401
1953,"Aubrey",0,348,1,0,29625,86401
1954,"Aubrey",12,338,0.965714285714286,0.0342857142857143,29625,86401
1955,"Aubrey",8,297,0.973770491803279,0.0262295081967213,29625,86401
1956,"Aubrey",9,369,0.976190476190476,0.0238095238095238,29625,86401
1957,"Aubrey",9,374,0.976501305483029,0.0234986945169713,29625,86401
1958,"Aubrey",10,360,0.972972972972973,0.027027027027027,29625,86401
1959,"Aubrey",13,339,0.963068181818182,0.0369318181818182,29625,86401
1960,"Aubrey",13,275,0.954861111111111,0.0451388888888889,29625,86401
1961,"Aubrey",15,260,0.945454545454545,0.0545454545454545,29625,86401
1962,"Aubrey",7,256,0.973384030418251,0.026615969581749,29625,86401
1963,"Aubrey",7,247,0.97244094488189,0.0275590551181102,29625,86401
1964,"Aubrey",8,243,0.968127490039841,0.0318725099601594,29625,86401
1965,"Aubrey",8,193,0.960199004975124,0.0398009950248756,29625,86401
1966,"Aubrey",12,200,0.943396226415094,0.0566037735849057,29625,86401
1967,"Aubrey",18,192,0.914285714285714,0.0857142857142857,29625,86401
1968,"Aubrey",10,208,0.954128440366973,0.0458715596330275,29625,86401
1969,"Aubrey",17,196,0.92018779342723,0.07981220657277,29625,86401
1970,"Aubrey",11,204,0.948837209302326,0.0511627906976744,29625,86401
1971,"Aubrey",10,218,0.956140350877193,0.043859649122807,29625,86401
1972,"Aubrey",20,180,0.9,0.1,29625,86401
1973,"Aubrey",142,169,0.543408360128617,0.456591639871383,29625,86401
1974,"Aubrey",185,174,0.484679665738162,0.515320334261838,29625,86401
1975,"Aubrey",229,199,0.464953271028037,0.535046728971963,29625,86401
1976,"Aubrey",263,162,0.381176470588235,0.618823529411765,29625,86401
1977,"Aubrey",334,175,0.343811394891945,0.656188605108055,29625,86401
1978,"Aubrey",389,177,0.312720848056537,0.687279151943463,29625,86401
1979,"Aubrey",472,184,0.280487804878049,0.719512195121951,29625,86401
1980,"Aubrey",480,176,0.268292682926829,0.731707317073171,29625,86401
1981,"Aubrey",528,191,0.265646731571627,0.734353268428373,29625,86401
1982,"Aubrey",638,190,0.229468599033816,0.770531400966184,29625,86401
1983,"Aubrey",590,190,0.243589743589744,0.756410256410256,29625,86401
1984,"Aubrey",624,190,0.233415233415233,0.766584766584767,29625,86401
1985,"Aubrey",769,233,0.232534930139721,0.767465069860279,29625,86401
1986,"Aubrey",720,231,0.242902208201893,0.757097791798107,29625,86401
1987,"Aubrey",822,199,0.194906953966699,0.805093046033301,29625,86401
1988,"Aubrey",837,210,0.200573065902579,0.799426934097421,29625,86401
1989,"Aubrey",792,190,0.193482688391039,0.806517311608961,29625,86401
1990,"Aubrey",936,203,0.178226514486392,0.821773485513608,29625,86401
1991,"Aubrey",923,190,0.170709793351303,0.829290206648697,29625,86401
1992,"Aubrey",1107,209,0.158814589665653,0.841185410334346,29625,86401
1993,"Aubrey",1058,198,0.157643312101911,0.842356687898089,29625,86401
1994,"Aubrey",1102,230,0.172672672672673,0.827327327327327,29625,86401
1995,"Aubrey",1044,209,0.166799680766161,0.833200319233839,29625,86401
1996,"Aubrey",1095,206,0.158339738662567,0.841660261337433,29625,86401
1997,"Aubrey",1134,196,0.147368421052632,0.852631578947368,29625,86401
1998,"Aubrey",1251,178,0.124562631210637,0.875437368789363,29625,86401
1999,"Aubrey",1252,183,0.127526132404181,0.872473867595819,29625,86401
2000,"Aubrey",1408,189,0.118346900438322,0.881653099561678,29625,86401
2001,"Aubrey",1505,165,0.0988023952095808,0.901197604790419,29625,86401
2002,"Aubrey",1640,172,0.0949227373068433,0.905077262693157,29625,86401
2003,"Aubrey",1757,137,0.0723336853220697,0.92766631467793,29625,86401
2004,"Aubrey",1812,145,0.0740929994890138,0.925907000510986,29625,86401
2005,"Aubrey",2263,148,0.0613853172957279,0.938614682704272,29625,86401
2006,"Aubrey",3653,142,0.0374176548089592,0.962582345191041,29625,86401
2007,"Aubrey",4504,138,0.029728565273589,0.970271434726411,29625,86401
2008,"Aubrey",5561,135,0.0237008426966292,0.976299157303371,29625,86401
2009,"Aubrey",5403,144,0.0259599783666847,0.974040021633315,29625,86401
2010,"Aubrey",5354,143,0.0260141895579407,0.973985810442059,29625,86401
2011,"Aubrey",7169,142,0.0194227875803584,0.980577212419642,29625,86401
2012,"Aubrey",8037,152,0.0185614849187935,0.981438515081206,29625,86401
2013,"Aubrey",7943,136,0.0168337665552667,0.983166233444733,29625,86401
2014,"Aubrey",7589,133,0.0172235172235172,0.982776482776483,29625,86401
1880,"Avery",0,9,1,0,47000,91423
1881,"Avery",0,25,1,0,47000,91423
1882,"Avery",0,14,1,0,47000,91423
1883,"Avery",0,14,1,0,47000,91423
1884,"Avery",0,16,1,0,47000,91423
1885,"Avery",0,12,1,0,47000,91423
1886,"Avery",0,6,1,0,47000,91423
1887,"Avery",0,14,1,0,47000,91423
1888,"Avery",0,13,1,0,47000,91423
1889,"Avery",0,9,1,0,47000,91423
1890,"Avery",6,17,0.739130434782609,0.260869565217391,47000,91423
1891,"Avery",0,9,1,0,47000,91423
1892,"Avery",0,18,1,0,47000,91423
1893,"Avery",0,19,1,0,47000,91423
1894,"Avery",0,18,1,0,47000,91423
1895,"Avery",0,20,1,0,47000,91423
1896,"Avery",0,20,1,0,47000,91423
1897,"Avery",0,21,1,0,47000,91423
1898,"Avery",0,15,1,0,47000,91423
1899,"Avery",0,17,1,0,47000,91423
1900,"Avery",6,12,0.666666666666667,0.333333333333333,47000,91423
1901,"Avery",0,19,1,0,47000,91423
1902,"Avery",7,18,0.72,0.28,47000,91423
1903,"Avery",6,13,0.684210526315789,0.315789473684211,47000,91423
1904,"Avery",0,18,1,0,47000,91423
1905,"Avery",0,22,1,0,47000,91423
1906,"Avery",0,17,1,0,47000,91423
1907,"Avery",6,17,0.739130434782609,0.260869565217391,47000,91423
1908,"Avery",5,23,0.821428571428571,0.178571428571429,47000,91423
1909,"Avery",7,17,0.708333333333333,0.291666666666667,47000,91423
1910,"Avery",10,21,0.67741935483871,0.32258064516129,47000,91423
1911,"Avery",0,22,1,0,47000,91423
1912,"Avery",9,58,0.865671641791045,0.134328358208955,47000,91423
1913,"Avery",8,66,0.891891891891892,0.108108108108108,47000,91423
1914,"Avery",7,91,0.928571428571429,0.0714285714285714,47000,91423
1915,"Avery",0,125,1,0,47000,91423
1916,"Avery",12,106,0.898305084745763,0.101694915254237,47000,91423
1917,"Avery",9,115,0.92741935483871,0.0725806451612903,47000,91423
1918,"Avery",18,118,0.867647058823529,0.132352941176471,47000,91423
1919,"Avery",20,112,0.848484848484849,0.151515151515152,47000,91423
1920,"Avery",16,113,0.875968992248062,0.124031007751938,47000,91423
1921,"Avery",19,123,0.866197183098592,0.133802816901408,47000,91423
1922,"Avery",15,131,0.897260273972603,0.102739726027397,47000,91423
1923,"Avery",14,111,0.888,0.112,47000,91423
1924,"Avery",12,123,0.911111111111111,0.0888888888888889,47000,91423
1925,"Avery",12,101,0.893805309734513,0.106194690265487,47000,91423
1926,"Avery",20,99,0.831932773109244,0.168067226890756,47000,91423
1927,"Avery",14,107,0.884297520661157,0.115702479338843,47000,91423
1928,"Avery",15,95,0.863636363636364,0.136363636363636,47000,91423
1929,"Avery",14,102,0.879310344827586,0.120689655172414,47000,91423
1930,"Avery",7,103,0.936363636363636,0.0636363636363636,47000,91423
1931,"Avery",11,75,0.872093023255814,0.127906976744186,47000,91423
1932,"Avery",0,88,1,0,47000,91423
1933,"Avery",9,92,0.910891089108911,0.0891089108910891,47000,91423
1934,"Avery",11,95,0.89622641509434,0.10377358490566,47000,91423
1935,"Avery",10,63,0.863013698630137,0.136986301369863,47000,91423
1936,"Avery",14,65,0.822784810126582,0.177215189873418,47000,91423
1937,"Avery",0,67,1,0,47000,91423
1938,"Avery",9,80,0.898876404494382,0.101123595505618,47000,91423
